river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Alatna River,Alatna River_1,"Which designation does the Alatna River hold, indicating its protected status?",Federally designated wild and scenic river,State designated recreational waterway,National heritage river,Internationally recognized conservation area,Federally designated wilderness area,0
Alatna River,Alatna River_2,Within which national park are portions of the Alatna River located?,Gates of the Arctic National Park,Denali National Park,Wrangell-St. Elias National Park,Kenai Fjords National Park,Yukon-Charley Rivers National Preserve,0
Alazani,Alazani_1,What is the primary function of the Mingəçevir Reservoir in relation to the Alazani River?,It serves as the primary source of drinking water for downstream communities.,It is the point where the Alazani River meets the Kura River.,It is a major hydroelectric power generation facility utilizing the river's current.,It acts as a natural barrier preventing flooding in the Kakheti region.,It is a significant tourist destination for whitewater rafting expeditions.,1
Alazani,Alazani_2,"Which of the following historical figures is cited as potentially referencing the Alazani River by a different name, associated with a significant battle?",Strabo,Pliny,Plutarch,Dio Cassius,Ptolemy,2
Albertson Brook,Albertson Brook_1,What is the approximate total drainage area of Albertson Brook in square miles?,17.1 square miles,10.1 square miles,6.3 square miles,44 square miles,8.5 square miles,0
Albertson Brook,Albertson Brook_2,"What is the primary characteristic of Albertson Brook's land use composition, considering its total drainage area?","Nearly half is forest land, with the remainder split between urban and agricultural uses.","Over half is urban land, with the remainder split between forest and agricultural uses.","Nearly half is agricultural land, with the remainder split between urban and forest uses.","The land use is evenly split between forest, urban, and agricultural uses.",The majority of the land is undeveloped wilderness.,0
Albion River,Albion River_1,What is the maximum distance inland that the Albion River's watershed extends from the Pacific Ocean?,15 miles,29.1 km,43 square miles,5 miles,110 km2,0
Albion River,Albion River_2,"Considering the river's overall direction and its tributaries, which of the following best describes the Albion River's movement?",Primarily east to west with significant north-south deviation,Exclusively east to west,Predominantly north to south with minor east-west shifts,A direct west to east flow,A meandering path with no discernible primary direction,0
Alco Creek,Alco Creek_1,Alco Creek is a tributary to which larger river system?,Elk Creek,Alcoe River,Oregon Stream,William River,Pioneer Creek,0
Alco Creek,Alco Creek_2,The naming of Alco Creek is attributed to which historical figure?,William Alcoe,Elk Creek Pioneer,Oregon Stream Founder,Alcoe Family Member,Pioneer Citizen Alcoe,0
Alcovy River,Alcovy River_1,What is the approximate length of the Alcovy River in kilometers?,111 km,69 km,111 miles,69 miles,180 km,0
Alcovy River,Alcovy River_2,The Alcovy River is a tributary to which larger river system?,Ocmulgee River,Altamaha River,Atlantic Ocean,Oconee River,Savannah River,0
Alder Brook,Alder Brook_1,Alder Brook terminates its flow into which specific river tributary?,Middle Branch Grass River,Upper Branch Grass River,Lower Branch Grass River,East Branch Grass River,West Branch Grass River,0
Alder Brook,Alder Brook_2,In which New York locality does Alder Brook converge with its receiving river?,Degrasse,Canton,Ogdensburg,Massena,Potsdam,0
Alder Brook (West Branch French Creek tributary),Alder Brook (West Branch French Creek tributary)_1,Alder Brook's length is approximately how many kilometers?,4.72 km,2.93 km,5.72 km,4.27 km,3.93 km,0
Alder Brook (West Branch French Creek tributary),Alder Brook (West Branch French Creek tributary)_2,Alder Brook is classified as which order stream according to the EPA waters geoviewer site?,1st order stream,2nd order stream,3rd order stream,Tributary stream,Headwater stream,0
Alder Creek (Beaver Kill tributary),Alder Creek (Beaver Kill tributary)_1,Alder Creek is a tributary to which larger river system?,Beaver Kill,Hudson River,Delaware River,Mohawk River,Susquehanna River,0
Alder Creek (Beaver Kill tributary),Alder Creek (Beaver Kill tributary)_2,At what specific geographic location does Alder Creek merge with another river?,"By Turnwood, New York",Near Livingston Manor,"South of Roscoe, New York","West of Callicoon, New York","East of Parksville, New York",0
"Alder Creek (Los Angeles County, California)","Alder Creek (Los Angeles County, California)_1",Alder Creek is approximately how many miles long?,4.25 miles,6.84 miles,5.0 miles,8.0 miles,4.0 miles,0
"Alder Creek (Los Angeles County, California)","Alder Creek (Los Angeles County, California)_2","Alder Creek empties into which larger waterway, located approximately 5 miles east of Hidden Springs?",West Fork Alder Creek,Middle Fork Alder Creek,Big Tujunga Creek,North Fork Alder Creek,Mule Fork Alder Creek,2
"Alder Creek (Mariposa County, California)","Alder Creek (Mariposa County, California)_1",Alder Creek is a tributary of which larger river system?,South Fork Merced River,North Fork Merced River,Merced River,South Merced River,East Fork Merced River,0
"Alder Creek (Mariposa County, California)","Alder Creek (Mariposa County, California)_2","The scientific name Alnus rhombifolia, commonly associated with Alder Creek, refers to which type of tree?",Alder,Willow,Oak,Pine,Maple,0
"Alder Creek (Nevada County, California)","Alder Creek (Nevada County, California)_1","Alder Creek's mouth empties into which reservoir, located north of the town of Truckee?",Prosser Creek Reservoir,Lake Tahoe,Donner Lake,Boca Reservoir,Stampede Reservoir,0
"Alder Creek (Nevada County, California)","Alder Creek (Nevada County, California)_2",Alder Creek's source region is situated in which general direction relative to the town of Truckee?,West,East,North,South,Northeast,0
"Alder Creek (Saguache County, Colorado)","Alder Creek (Saguache County, Colorado)_1",Alder Creek's name is derived from which specific type of riparian vegetation?,Alder trees,Willow shrubs,Cottonwood groves,Aspen stands,Pine forests,0
"Alder Creek (Saguache County, Colorado)","Alder Creek (Saguache County, Colorado)_2",In which Colorado county is Alder Creek exclusively located?,Saguache County,Gunnison County,Chaffee County,Mineral County,Hinsdale County,0
"Alder Creek (Siskiyou County, California)","Alder Creek (Siskiyou County, California)_1",In which specific county is Alder Creek located?,Siskiyou County,Shasta County,Trinity County,Modoc County,Humboldt County,0
"Alder Creek (Siskiyou County, California)","Alder Creek (Siskiyou County, California)_2",Alder Creek is a river primarily situated within which U.S. state?,Oregon,California,Nevada,Arizona,Washington,1
Alder River,Alder River_1,What is the approximate directional flow of the Alder River from its origin to its terminus?,West,East,North,South,Northwest,0
Alder River,Alder River_2,"If the Alder River is 6.3 miles long, what is its approximate length in kilometers?",16.0 km,10.1 km,6.3 km,12.5 km,20.2 km,1
Alex Creek (Altamaha River tributary),Alex Creek (Altamaha River tributary)_1,Alex Creek is a tributary to which major river system?,Altamaha River,Ogeechee River,Savannah River,Flint River,Chattahoochee River,0
Alex Creek (Altamaha River tributary),Alex Creek (Altamaha River tributary)_2,What is the origin of the name 'Alex Creek'?,"Named after Captain Alleck, a Lower Creek chieftain",Named after a prominent local surveyor named Alex,Derived from the Latin word for 'water' (aqua),A shortened version of a longer Native American tribal name,Named in honor of a historical figure named Alexander,0
Alexander Creek (Susitna River tributary),Alexander Creek (Susitna River tributary)_1,What is the approximate length of Alexander Creek in miles?,35 miles,56 miles,30 miles,40 miles,50 miles,0
Alexander Creek (Susitna River tributary),Alexander Creek (Susitna River tributary)_2,Alexander Creek originates from which body of water?,Susitna River,Alexander Lake,Taguntna Lake,Alaska Native Lake,Bush Lake,1
Alexanders Run,Alexanders Run_1,What is the total length of Alexanders Run in miles?,3.69 mi,5.94 mi,3.00 mi,4.00 mi,3.69 km,0
Alexanders Run,Alexanders Run_2,Alexanders Run is a tributary to which larger waterway?,A 2nd order stream,Harmon Creek,A 1st order tributary,Brooke Creek,West Virginia River,1
Alger Creek,Alger Creek_1,In which U.S. county is Alger Creek located?,Mono County,Sierra County,Inyo County,Nevada County,Placer County,0
Alger Creek,Alger Creek_2,What geographical feature is the namesake of Alger Creek?,Alger Lakes,Alger Mountains,Alger Valley,Alger Falls,Alger River,0
Algeti,Algeti_1,What is the total area of the Algeti river's drainage basin in square miles?,295 sq mi,763 sq mi,118 sq mi,73 sq mi,29.5 sq mi,0
Algeti,Algeti_2,The Algeti river originates at Mount Kldekari and eventually flows into which other river as its right tributary?,The Kura River,The Aragvi River,The Rioni River,The Alazani River,The Mtkvari River,0
Alhambra Creek,Alhambra Creek_1,Alhambra Creek is situated within which specific county?,Contra Costa County,Alameda County,Solano County,Marin County,Sonoma County,0
Alhambra Creek,Alhambra Creek_2,In which broader geographical region of California is Alhambra Creek located?,East Bay region,North Bay region,Central Valley region,Sierra Nevada region,Coastal Range region,0
Alidade Creek,Alidade Creek_1,Alidade Creek is a tributary to which larger river system?,Johnson Creek,Alidade River,Idaho Stream,Surveyor's Run,Creek Bend,0
Alidade Creek,Alidade Creek_2,The naming of Alidade Creek is directly linked to what specific type of object?,A surveying instrument,A geological formation,A historical landmark,A type of flora,A navigational tool,0
Aline Creek,Aline Creek_1,What is the approximate length of Aline Creek in kilometers?,3.7 km,2.3 km,1.61 km,4.2 km,2.3 miles,0
Aline Creek,Aline Creek_2,Aline Creek's drainage basin is designated for which two fishery types?,Coldwater Fishery and Migratory Fishery,Warmwater Fishery and Trout Fishery,Coldwater Fishery and Bass Fishery,Migratory Fishery and Salmonid Fishery,Coldwater Fishery and Panfish Fishery,0
Aliso Creek (Los Angeles County),Aliso Creek (Los Angeles County)_1,What is the approximate watershed area of Aliso Creek in square kilometers?,54 km²,21 km²,34 km²,45 km²,12 km²,0
Aliso Creek (Los Angeles County),Aliso Creek (Los Angeles County)_2,Which of the following is the primary river system that Aliso Creek is a major tributary to?,Arroyo Calabasas,Bell Creek,Browns Canyon Wash−Creek,Upper Los Angeles River,Santa Susana Mountains,3
Aliso Creek (Orange County),Aliso Creek (Orange County)_1,What geological age range does the marine sedimentary rock underlying Aliso Creek belong to?,Late Eocene to Pliocene,Late Cretaceous to Miocene,Early Eocene to Oligocene,Late Jurassic to Cretaceous,Miocene to Pleistocene,0
Aliso Creek (Orange County),Aliso Creek (Orange County)_2,Approximately what percentage of the Aliso Creek watershed was urbanized by the 21st century?,Over 70 percent,Around 50 percent,Less than 30 percent,Approximately 60 percent,Nearly 90 percent,0
Allabands Mill Stream (Isaac Branch tributary),Allabands Mill Stream (Isaac Branch tributary)_1,What is the approximate length of the Allabands Mill Stream in miles?,1.80 mi,2.90 mi,1.80 km,2.90 km,1.00 mi,0
Allabands Mill Stream (Isaac Branch tributary),Allabands Mill Stream (Isaac Branch tributary)_2,Allabands Mill Stream is classified as what order tributary to Isaac Branch?,2nd order,1st order,3rd order,4th order,0th order,1
Allagash River,Allagash River_1,"What is the average discharge of the Allagash River at the United States government stream gauge near Allagash, Maine?","1,967 cubic feet per second","1,479 cubic feet per second",87 cubic feet per second,"40,900 cubic feet per second",55.7 cubic meters per second,0
Allagash River,Allagash River_2,"What is the total length of the Allagash River, extending its flowline to Lock Dam on Chamberlain Lake?",86 miles (138 km),65 miles (105 km),105 miles (138 km),138 miles (86 km),65 km (105 miles),0
Allegheny Creek,Allegheny Creek_1,Allegheny Creek is a tributary to which larger river system?,Schuylkill River,Delaware River,Susquehanna River,Ohio River,Monongahela River,0
Allegheny Creek,Allegheny Creek_2,What is the approximate length of Allegheny Creek in kilometers?,11.3 km,18.2 miles,29.0 km,18.2 km,11.3 miles,3
Allegheny River,Allegheny River_1,What is the total length of the Allegheny River in kilometers?,523 km,325 km,848 km,24 km,100 km,0
Allegheny River,Allegheny River_2,"The Allegheny Reservoir, created by the Kinzua Dam, is approximately how many miles long?",24 miles,325 miles,523 miles,1965 miles,100 miles,0
Allen Branch (Doe Run Creek tributary),Allen Branch (Doe Run Creek tributary)_1,In which U.S. state is Allen Branch located?,Missouri,Arkansas,Illinois,Kentucky,Tennessee,0
Allen Branch (Doe Run Creek tributary),Allen Branch (Doe Run Creek tributary)_2,Allen Branch is a tributary to which larger waterway?,Doe Run Creek,St. Francois River,Black River,Meramec River,Osage River,0
Allen Branch (Fourche a Renault tributary),Allen Branch (Fourche a Renault tributary)_1,Allen Branch is a tributary to which larger river system?,Fourche a Renault,Big River,Meramec River,St. Francis River,Black River,0
Allen Branch (Fourche a Renault tributary),Allen Branch (Fourche a Renault tributary)_2,The naming of Allen Branch is attributed to the original ownership by which individual?,John Allen,Robert Renault,William Washington,Thomas Fourche,James Branch,0
