river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Alatna River,Alatna River_1,"Which designation does the Alatna River hold, indicating its protected status?",Internationally recognized conservation area,State designated recreational waterway,National heritage river,Federally designated wilderness area,Federally designated wild and scenic river,4
Alatna River,Alatna River_2,Within which national park are portions of the Alatna River located?,Kenai Fjords National Park,Denali National Park,Wrangell-St. Elias National Park,Yukon-Charley Rivers National Preserve,Gates of the Arctic National Park,4
Alazani,Alazani_1,What is the primary function of the Mingəçevir Reservoir in relation to the Alazani River?,It acts as a natural barrier preventing flooding in the Kakheti region.,It is the point where the Alazani River meets the Kura River.,It is a major hydroelectric power generation facility utilizing the river's current.,It is a significant tourist destination for whitewater rafting expeditions.,It serves as the primary source of drinking water for downstream communities.,1
Alazani,Alazani_2,"Which of the following historical figures is cited as potentially referencing the Alazani River by a different name, associated with a significant battle?",Dio Cassius,Pliny,Plutarch,Ptolemy,Strabo,2
Albertson Brook,Albertson Brook_1,What is the approximate total drainage area of Albertson Brook in square miles?,44 square miles,10.1 square miles,6.3 square miles,8.5 square miles,17.1 square miles,4
Albertson Brook,Albertson Brook_2,"What is the primary characteristic of Albertson Brook's land use composition, considering its total drainage area?","The land use is evenly split between forest, urban, and agricultural uses.","Over half is urban land, with the remainder split between forest and agricultural uses.","Nearly half is agricultural land, with the remainder split between urban and forest uses.",The majority of the land is undeveloped wilderness.,"Nearly half is forest land, with the remainder split between urban and agricultural uses.",4
Albion River,Albion River_1,What is the maximum distance inland that the Albion River's watershed extends from the Pacific Ocean?,5 miles,29.1 km,43 square miles,110 km2,15 miles,4
Albion River,Albion River_2,"Considering the river's overall direction and its tributaries, which of the following best describes the Albion River's movement?",A direct west to east flow,Exclusively east to west,Predominantly north to south with minor east-west shifts,A meandering path with no discernible primary direction,Primarily east to west with significant north-south deviation,4
Alco Creek,Alco Creek_1,Alco Creek is a tributary to which larger river system?,William River,Alcoe River,Oregon Stream,Pioneer Creek,Elk Creek,4
Alco Creek,Alco Creek_2,The naming of Alco Creek is attributed to which historical figure?,Alcoe Family Member,Elk Creek Pioneer,Oregon Stream Founder,Pioneer Citizen Alcoe,William Alcoe,4
Alcovy River,Alcovy River_1,What is the approximate length of the Alcovy River in kilometers?,69 miles,69 km,111 miles,180 km,111 km,4
Alcovy River,Alcovy River_2,The Alcovy River is a tributary to which larger river system?,Oconee River,Altamaha River,Atlantic Ocean,Savannah River,Ocmulgee River,4
Alder Brook,Alder Brook_1,Alder Brook terminates its flow into which specific river tributary?,East Branch Grass River,Upper Branch Grass River,Lower Branch Grass River,West Branch Grass River,Middle Branch Grass River,4
Alder Brook,Alder Brook_2,In which New York locality does Alder Brook converge with its receiving river?,Massena,Canton,Ogdensburg,Potsdam,Degrasse,4
Alder Brook (West Branch French Creek tributary),Alder Brook (West Branch French Creek tributary)_1,Alder Brook's length is approximately how many kilometers?,4.27 km,2.93 km,5.72 km,3.93 km,4.72 km,4
Alder Brook (West Branch French Creek tributary),Alder Brook (West Branch French Creek tributary)_2,Alder Brook is classified as which order stream according to the EPA waters geoviewer site?,Tributary stream,2nd order stream,3rd order stream,Headwater stream,1st order stream,4
Alder Creek (Beaver Kill tributary),Alder Creek (Beaver Kill tributary)_1,Alder Creek is a tributary to which larger river system?,Mohawk River,Hudson River,Delaware River,Susquehanna River,Beaver Kill,4
Alder Creek (Beaver Kill tributary),Alder Creek (Beaver Kill tributary)_2,At what specific geographic location does Alder Creek merge with another river?,"West of Callicoon, New York",Near Livingston Manor,"South of Roscoe, New York","East of Parksville, New York","By Turnwood, New York",4
"Alder Creek (Los Angeles County, California)","Alder Creek (Los Angeles County, California)_1",Alder Creek is approximately how many miles long?,8.0 miles,6.84 miles,5.0 miles,4.0 miles,4.25 miles,4
"Alder Creek (Los Angeles County, California)","Alder Creek (Los Angeles County, California)_2","Alder Creek empties into which larger waterway, located approximately 5 miles east of Hidden Springs?",North Fork Alder Creek,Middle Fork Alder Creek,Big Tujunga Creek,Mule Fork Alder Creek,West Fork Alder Creek,2
"Alder Creek (Mariposa County, California)","Alder Creek (Mariposa County, California)_1",Alder Creek is a tributary of which larger river system?,South Merced River,North Fork Merced River,Merced River,East Fork Merced River,South Fork Merced River,4
"Alder Creek (Mariposa County, California)","Alder Creek (Mariposa County, California)_2","The scientific name Alnus rhombifolia, commonly associated with Alder Creek, refers to which type of tree?",Pine,Willow,Oak,Maple,Alder,4
"Alder Creek (Nevada County, California)","Alder Creek (Nevada County, California)_1","Alder Creek's mouth empties into which reservoir, located north of the town of Truckee?",Boca Reservoir,Lake Tahoe,Donner Lake,Stampede Reservoir,Prosser Creek Reservoir,4
"Alder Creek (Nevada County, California)","Alder Creek (Nevada County, California)_2",Alder Creek's source region is situated in which general direction relative to the town of Truckee?,South,East,North,Northeast,West,4
"Alder Creek (Saguache County, Colorado)","Alder Creek (Saguache County, Colorado)_1",Alder Creek's name is derived from which specific type of riparian vegetation?,Aspen stands,Willow shrubs,Cottonwood groves,Pine forests,Alder trees,4
"Alder Creek (Saguache County, Colorado)","Alder Creek (Saguache County, Colorado)_2",In which Colorado county is Alder Creek exclusively located?,Mineral County,Gunnison County,Chaffee County,Hinsdale County,Saguache County,4
"Alder Creek (Siskiyou County, California)","Alder Creek (Siskiyou County, California)_1",In which specific county is Alder Creek located?,Modoc County,Shasta County,Trinity County,Humboldt County,Siskiyou County,4
"Alder Creek (Siskiyou County, California)","Alder Creek (Siskiyou County, California)_2",Alder Creek is a river primarily situated within which U.S. state?,Arizona,California,Nevada,Washington,Oregon,1
Alder River,Alder River_1,What is the approximate directional flow of the Alder River from its origin to its terminus?,South,East,North,Northwest,West,4
Alder River,Alder River_2,"If the Alder River is 6.3 miles long, what is its approximate length in kilometers?",12.5 km,10.1 km,6.3 km,20.2 km,16.0 km,1
Alex Creek (Altamaha River tributary),Alex Creek (Altamaha River tributary)_1,Alex Creek is a tributary to which major river system?,Flint River,Ogeechee River,Savannah River,Chattahoochee River,Altamaha River,4
Alex Creek (Altamaha River tributary),Alex Creek (Altamaha River tributary)_2,What is the origin of the name 'Alex Creek'?,A shortened version of a longer Native American tribal name,Named after a prominent local surveyor named Alex,Derived from the Latin word for 'water' (aqua),Named in honor of a historical figure named Alexander,"Named after Captain Alleck, a Lower Creek chieftain",4
Alexander Creek (Susitna River tributary),Alexander Creek (Susitna River tributary)_1,What is the approximate length of Alexander Creek in miles?,40 miles,56 miles,30 miles,50 miles,35 miles,4
Alexander Creek (Susitna River tributary),Alexander Creek (Susitna River tributary)_2,Alexander Creek originates from which body of water?,Alaska Native Lake,Alexander Lake,Taguntna Lake,Bush Lake,Susitna River,1
Alexanders Run,Alexanders Run_1,What is the total length of Alexanders Run in miles?,4.00 mi,5.94 mi,3.00 mi,3.69 km,3.69 mi,4
Alexanders Run,Alexanders Run_2,Alexanders Run is a tributary to which larger waterway?,Brooke Creek,Harmon Creek,A 1st order tributary,West Virginia River,A 2nd order stream,1
Alger Creek,Alger Creek_1,In which U.S. county is Alger Creek located?,Nevada County,Sierra County,Inyo County,Placer County,Mono County,4
Alger Creek,Alger Creek_2,What geographical feature is the namesake of Alger Creek?,Alger Falls,Alger Mountains,Alger Valley,Alger River,Alger Lakes,4
Algeti,Algeti_1,What is the total area of the Algeti river's drainage basin in square miles?,73 sq mi,763 sq mi,118 sq mi,29.5 sq mi,295 sq mi,4
Algeti,Algeti_2,The Algeti river originates at Mount Kldekari and eventually flows into which other river as its right tributary?,The Alazani River,The Aragvi River,The Rioni River,The Mtkvari River,The Kura River,4
Alhambra Creek,Alhambra Creek_1,Alhambra Creek is situated within which specific county?,Marin County,Alameda County,Solano County,Sonoma County,Contra Costa County,4
Alhambra Creek,Alhambra Creek_2,In which broader geographical region of California is Alhambra Creek located?,Sierra Nevada region,North Bay region,Central Valley region,Coastal Range region,East Bay region,4
Alidade Creek,Alidade Creek_1,Alidade Creek is a tributary to which larger river system?,Surveyor's Run,Alidade River,Idaho Stream,Creek Bend,Johnson Creek,4
Alidade Creek,Alidade Creek_2,The naming of Alidade Creek is directly linked to what specific type of object?,A type of flora,A geological formation,A historical landmark,A navigational tool,A surveying instrument,4
Aline Creek,Aline Creek_1,What is the approximate length of Aline Creek in kilometers?,4.2 km,2.3 km,1.61 km,2.3 miles,3.7 km,4
Aline Creek,Aline Creek_2,Aline Creek's drainage basin is designated for which two fishery types?,Migratory Fishery and Salmonid Fishery,Warmwater Fishery and Trout Fishery,Coldwater Fishery and Bass Fishery,Coldwater Fishery and Panfish Fishery,Coldwater Fishery and Migratory Fishery,4
Aliso Creek (Los Angeles County),Aliso Creek (Los Angeles County)_1,What is the approximate watershed area of Aliso Creek in square kilometers?,45 km²,21 km²,34 km²,12 km²,54 km²,4
Aliso Creek (Los Angeles County),Aliso Creek (Los Angeles County)_2,Which of the following is the primary river system that Aliso Creek is a major tributary to?,Upper Los Angeles River,Bell Creek,Browns Canyon Wash−Creek,Santa Susana Mountains,Arroyo Calabasas,0
Aliso Creek (Orange County),Aliso Creek (Orange County)_1,What geological age range does the marine sedimentary rock underlying Aliso Creek belong to?,Late Jurassic to Cretaceous,Late Cretaceous to Miocene,Early Eocene to Oligocene,Miocene to Pleistocene,Late Eocene to Pliocene,4
Aliso Creek (Orange County),Aliso Creek (Orange County)_2,Approximately what percentage of the Aliso Creek watershed was urbanized by the 21st century?,Approximately 60 percent,Around 50 percent,Less than 30 percent,Nearly 90 percent,Over 70 percent,4
Allabands Mill Stream (Isaac Branch tributary),Allabands Mill Stream (Isaac Branch tributary)_1,What is the approximate length of the Allabands Mill Stream in miles?,2.90 km,2.90 mi,1.80 km,1.00 mi,1.80 mi,4
Allabands Mill Stream (Isaac Branch tributary),Allabands Mill Stream (Isaac Branch tributary)_2,Allabands Mill Stream is classified as what order tributary to Isaac Branch?,4th order,1st order,3rd order,0th order,2nd order,1
Allagash River,Allagash River_1,"What is the average discharge of the Allagash River at the United States government stream gauge near Allagash, Maine?","40,900 cubic feet per second","1,479 cubic feet per second",87 cubic feet per second,55.7 cubic meters per second,"1,967 cubic feet per second",4
Allagash River,Allagash River_2,"What is the total length of the Allagash River, extending its flowline to Lock Dam on Chamberlain Lake?",138 miles (86 km),65 miles (105 km),105 miles (138 km),65 km (105 miles),86 miles (138 km),4
Allegheny Creek,Allegheny Creek_1,Allegheny Creek is a tributary to which larger river system?,Ohio River,Delaware River,Susquehanna River,Monongahela River,Schuylkill River,4
Allegheny Creek,Allegheny Creek_2,What is the approximate length of Allegheny Creek in kilometers?,18.2 km,18.2 miles,29.0 km,11.3 miles,11.3 km,0
Allegheny River,Allegheny River_1,What is the total length of the Allegheny River in kilometers?,24 km,325 km,848 km,100 km,523 km,4
Allegheny River,Allegheny River_2,"The Allegheny Reservoir, created by the Kinzua Dam, is approximately how many miles long?",1965 miles,325 miles,523 miles,100 miles,24 miles,4
Allen Branch (Doe Run Creek tributary),Allen Branch (Doe Run Creek tributary)_1,In which U.S. state is Allen Branch located?,Kentucky,Arkansas,Illinois,Tennessee,Missouri,4
Allen Branch (Doe Run Creek tributary),Allen Branch (Doe Run Creek tributary)_2,Allen Branch is a tributary to which larger waterway?,Meramec River,St. Francois River,Black River,Osage River,Doe Run Creek,4
Allen Branch (Fourche a Renault tributary),Allen Branch (Fourche a Renault tributary)_1,Allen Branch is a tributary to which larger river system?,St. Francis River,Big River,Meramec River,Black River,Fourche a Renault,4
Allen Branch (Fourche a Renault tributary),Allen Branch (Fourche a Renault tributary)_2,The naming of Allen Branch is attributed to the original ownership by which individual?,Thomas Fourche,Robert Renault,William Washington,James Branch,John Allen,4
